"nquest","ncomp","nord","sex","anasc","staciv","ireg","y"
"915775","3","2","2","1958","1","8","4"
"915775","3","3","1","1980","2","8","3"
"915775","3","3","1","1980","2","8","4"
"915776","3","1","1","1944","1","8","1"
"915776","3","1","1","1944","1","8","2"
"915776","3","2","2","1929","1","8","1"
"915776","3","2","2","1929","1","8","2"
"915776","3","3","1","1952","2","8","1"
"915776","3","3","1","1952","2","8","2"
"915784","2","1","1","1961","3","8","2"
"915784","2","1","1","1961","3","8","3"
"915784","2","2","2","1993","2","8","2"
"915784","2","2","2","1993","2","8","3"
"915786","2","1","1","1963","1","8","2"
"915786","2","1","1","1963","1","8","6"
"915786","2","2","2","1964","1","8","2"
"915786","2","2","2","1964","1","8","6"
"915789","2","1","1","1951","1","8","1"
"915789","2","1","1","1951","1","8","1"
"915789","2","2","2","1947","1","8","1"
"915789","2","2","2","1947","1","8","1"
"915819","2","1","1","1956","1","8","2"
"915819","2","1","1","1956","1","8","1"
"915819","2","2","2","1962","1","8","2"
"915819","2","2","2","1962","1","8","1"
"915822","4","1","2","1962","1","8","1"
"915822","4","1","2","1962","1","8","1"
"915822","4","1","2","1962","1","8","5"
"915822","4","1","2","1962","1","8","6"
"915822","4","2","1","1958","1","8","1"
"915822","4","2","1","1958","1","8","1"
"915822","4","2","1","1958","1","8","5"
"915822","4","2","1","1958","1","8","6"
"915822","4","3","1","1987","2","8","1"
"915822","4","3","1","1987","2","8","1"
"915822","4","3","1","1987","2","8","5"
"915822","4","3","1","1987","2","8","6"
"915822","4","4","1","1992","2","8","1"
"915822","4","4","1","1992","2","8","1"
"915822","4","4","1","1992","2","8","5"
"915822","4","4","1","1992","2","8","6"
"915826","2","1","2","1962","3","8","9"
"915826","2","2","2","2001","2","8","9"
"915844","5","1","1","1973","1","8","9"
"915844","5","2","2","1976","1","8","9"
"915844","5","3","2","2009","2","8","9"
"915844","5","4","2","2014","2","8","9"
"915844","5","5","2","2012","2","8","9"
"915849","1","1","1","1987","2","8","2"
"915856","1","1","2","1932","4","8","4"
"915857","1","1","1","1933","2","8","1"
"915860","1","1","2","1955","4","8","2"
"915866","2","1","1","1948","1","8","4"
"915866","2","2","2","1950","1","8","4"
"915868","1","1","2","1939","4","8","1"
"915871","1","1","1","1926","2","8","1"
"915875","1","1","2","1935","4","8","1"
"915882","1","1","1","1960","3","8","1"
"915885","3","1","2","1977","1","8","2"
"915885","3","1","2","1977","1","8","4"
"915885","3","2","1","1970","1","8","2"
"915885","3","2","1","1970","1","8","4"
"915885","3","3","2","2009","2","8","2"
"915885","3","3","2","2009","2","8","4"
"915895","1","1","2","1961","3","8","4"
"915896","4","1","2","1975","1","8","1"
"915896","4","1","2","1975","1","8","1"
"915896","4","2","1","1979","1","8","1"
"915896","4","2","1","1979","1","8","1"
"915896","4","3","2","2009","2","8","1"
"915896","4","3","2","2009","2","8","1"
"915896","4","4","1","2008","2","8","1"
"915896","4","4","1","2008","2","8","1"
"915897","4","1","1","1997","2","8","1"
"915897","4","1","1","1997","2","8","2"
"915897","4","1","1","1997","2","8","2"
"915897","4","2","1","2000","2","8","1"
"915897","4","2","1","2000","2","8","2"
"915897","4","2","1","2000","2","8","2"
"915897","4","3","1","1972","1","8","1"
"915897","4","3","1","1972","1","8","2"
"915897","4","3","1","1972","1","8","2"
"915897","4","4","2","1975","1","8","1"
"915897","4","4","2","1975","1","8","2"
"915897","4","4","2","1975","1","8","2"
"915902","2","1","2","1949","1","8","1"
"915902","2","1","2","1949","1","8","4"
"915902","2","2","1","1948","1","8","1"
"915902","2","2","1","1948","1","8","4"
"915909","2","1","1","1948","1","8","1"
"915909","2","1","1","1948","1","8","6"
"915909","2","2","2","1949","1","8","1"
"915909","2","2","2","1949","1","8","6"
"915914","2","1","1","1945","1","8","1"
"915914","2","1","1","1945","1","8","4"
"915914","2","2","2","1948","1","8","1"
"915914","2","2","2","1948","1","8","4"
"915931","3","1","1","1970","2","8","1"
"915931","3","1","1","1970","2","8","3"
"915931","3","2","2","1969","2","8","1"
"915931","3","2","2","1969","2","8","3"
"915931","3","3","1","2009","2","8","1"
"915931","3","3","1","2009","2","8","3"
"915943","2","1","2","1962","3","8","1"
"915943","2","1","2","1962","3","8","3"
"915943","2","2","2","1994","2","8","1"
"915943","2","2","2","1994","2","8","3"
"915992","1","1","2","1949","2","8","2"
"915996","1","1","2","1936","4","8","2"
"915999","2","1","1","1928","1","8","2"
"915999","2","1","1","1928","1","8","4"
"915999","2","2","2","1935","1","8","2"
"915999","2","2","2","1935","1","8","4"
"916005","2","1","1","1935","1","8","1"
"916005","2","1","1","1935","1","8","3"
"916005","2","2","2","1935","1","8","1"
"916005","2","2","2","1935","1","8","3"
"916011","2","1","2","1962","4","8","2"
"916011","2","1","2","1962","4","8","4"
"916011","2","2","1","1993","2","8","2"
"916011","2","2","1","1993","2","8","4"
"916012","4","1","1","1963","1","8","2"
"916012","4","1","1","1963","1","8","2"
"916012","4","1","1","1963","1","8","4"
"916012","4","2","2","1969","1","8","2"
"916012","4","2","2","1969","1","8","2"
"916012","4","2","2","1969","1","8","4"
"916012","4","3","2","1992","2","8","2"
"916012","4","3","2","1992","2","8","2"
"916012","4","3","2","1992","2","8","4"
"916012","4","4","1","1998","2","8","2"
"916012","4","4","1","1998","2","8","2"
"916012","4","4","1","1998","2","8","4"
"916036","1","1","2","1932","4","8","2"
"916044","2","1","1","1939","1","8","1"
"916044","2","1","1","1939","1","8","3"
"916044","2","2","2","1942","1","8","1"
"916044","2","2","2","1942","1","8","3"
"916047","2","1","1","1965","1","8","2"
"916047","2","2","2","1968","1","8","2"
"916052","4","1","1","1959","1","8","2"
"916052","4","1","1","1959","1","8","4"
"916052","4","2","2","1960","1","8","2"
"916052","4","2","2","1960","1","8","4"
"916052","4","3","1","1991","2","8","2"
"916052","4","3","1","1991","2","8","4"
"916052","4","4","2","1995","2","8","2"
"916052","4","4","2","1995","2","8","4"
"916072","3","1","1","1982","1","8","1"
"916072","3","1","1","1982","1","8","1"
"916072","3","2","2","1980","1","8","1"
"916072","3","2","2","1980","1","8","1"
"916072","3","3","2","2011","2","8","1"
"916072","3","3","2","2011","2","8","1"
"916083","1","1","1","1946","2","8","8"
"916086","1","1","2","1936","4","8","7"
"916098","5","1","1","1961","1","8","1"
"916098","5","1","1","1961","1","8","9"
"916098","5","2","2","1965","1","8","1"
"916098","5","2","2","1965","1","8","9"
"916098","5","3","1","1994","2","8","1"
"916098","5","3","1","1994","2","8","9"
"916098","5","4","2","1998","2","8","1"
"916098","5","4","2","1998","2","8","9"
"916098","5","5","1","2002","2","8","1"
"916098","5","5","1","2002","2","8","9"
"916112","1","1","2","1971","2","8","3"
"916122","1","1","1","1981","2","8","2"
"916128","1","1","1","1948","2","8","2"
"916136","2","1","1","1943","1","8","2"
"916136","2","2","2","1949","1","8","2"
"916137","2","1","1","1946","1","8","1"
"916137","2","1","1","1946","1","8","2"
"916137","2","2","2","1947","1","8","1"
"916137","2","2","2","1947","1","8","2"
"916138","2","1","2","1944","4","8","1"
"916138","2","1","2","1944","4","8","7"
"916138","2","2","1","1986","2","8","1"
"916138","2","2","1","1986","2","8","7"
"916147","2","1","2","1965","3","8","3"
"916147","2","2","1","1995","2","8","3"
"916149","5","1","1","1966","1","8","3"
"916149","5","1","1","1966","1","8","4"
"916149","5","2","2","1965","1","8","3"
"916149","5","2","2","1965","1","8","4"
"916149","5","3","1","2002","2","8","3"
"916149","5","3","1","2002","2","8","4"
"916149","5","4","2","2004","2","8","3"
"916149","5","4","2","2004","2","8","4"
"916149","5","5","2","2008","2","8","3"
"916149","5","5","2","2008","2","8","4"
"916170","3","1","2","1972","1","8","2"
"916170","3","1","2","1972","1","8","1"
"916170","3","2","1","1960","1","8","2"
"916170","3","2","1","1960","1","8","1"
"916170","3","3","1","2007","2","8","2"
"916170","3","3","1","2007","2","8","1"
"916173","2","1","2","1953","2","8","1"
"916173","2","1","2","1953","2","8","2"
"916173","2","2","1","1954","2","8","1"
"916173","2","2","1","1954","2","8","2"
"916176","1","1","1","1963","2","8","4"
"916196","4","1","1","1973","1","8","2"
"916196","4","1","1","1973","1","8","4"
"916196","4","2","2","1975","1","8","2"
"916196","4","2","2","1975","1","8","4"
"916196","4","3","1","2006","2","8","2"
"916196","4","3","1","2006","2","8","4"
"916196","4","4","2","2009","2","8","2"
"916196","4","4","2","2009","2","8","4"
"916199","5","1","1","1952","1","8","3"
"916199","5","1","1","1952","1","8","1"
"916199","5","1","1","1952","1","8","5"
"916199","5","1","1","1952","1","8","9"
"916199","5","1","1","1952","1","8","1"
"916199","5","2","2","1957","1","8","3"
"916199","5","2","2","1957","1","8","1"
"916199","5","2","2","1957","1","8","5"
"916199","5","2","2","1957","1","8","9"
"916199","5","2","2","1957","1","8","1"
"916199","5","3","1","1985","2","8","3"
"916199","5","3","1","1985","2","8","1"
"916199","5","3","1","1985","2","8","5"
"916199","5","3","1","1985","2","8","9"
"916199","5","3","1","1985","2","8","1"
"916199","5","4","2","1932","1","8","3"
"916199","5","4","2","1932","1","8","1"
"916199","5","4","2","1932","1","8","5"
"916199","5","4","2","1932","1","8","9"
"916199","5","4","2","1932","1","8","1"
"916199","5","5","1","1923","1","8","3"
"916199","5","5","1","1923","1","8","1"
"916199","5","5","1","1923","1","8","5"
"916199","5","5","1","1923","1","8","9"
"916199","5","5","1","1923","1","8","1"
"916201","1","1","2","1961","3","8","2"
"916205","1","1","1","1977","2","8","2"
"916218","2","1","1","1971","2","8","3"
"916218","2","1","1","1971","2","8","4"
"916218","2","2","1","1930","4","8","3"
"916218","2","2","1","1930","4","8","4"
"916219","3","1","1","1937","1","8","1"
"916219","3","1","1","1937","1","8","6"
"916219","3","2","2","1943","1","8","1"
"916219","3","2","2","1943","1","8","6"
"916219","3","3","2","1970","2","8","1"
"916219","3","3","2","1970","2","8","6"
"916222","2","1","2","1941","4","8","2"
"916222","2","1","2","1941","4","8","3"
"916222","2","2","2","1968","2","8","2"
"916222","2","2","2","1968","2","8","3"
"916231","1","1","1","1951","2","8","3"
"916239","1","1","1","1962","2","8","3"
"916252","7","1","1","1960","1","8","1"
"916252","7","1","1","1960","1","8","1"
"916252","7","2","2","1979","1","8","1"
"916252","7","2","2","1979","1","8","1"
"916252","7","3","2","1958","1","8","1"
"916252","7","3","2","1958","1","8","1"
"916252","7","4","2","2001","2","8","1"
"916252","7","4","2","2001","2","8","1"
"916252","7","5","1","2004","2","8","1"
"916252","7","5","1","2004","2","8","1"
"916252","7","6","1","2010","2","8","1"
"916252","7","6","1","2010","2","8","1"
"916252","7","7","1","2012","2","8","1"
"916252","7","7","1","2012","2","8","1"
"916254","1","1","1","1968","3","8","5"
"916266","1","1","1","1936","4","8","6"
"916275","2","1","1","1940","1","8","1"
"916275","2","1","1","1940","1","8","3"
"916275","2","2","2","1939","1","8","1"
"916275","2","2","2","1939","1","8","3"
"916277","2","1","1","1936","1","8","1"
"916277","2","1","1","1936","1","8","2"
"916277","2","2","2","1942","1","8","1"
"916277","2","2","2","1942","1","8","2"
"916297","5","1","1","1982","1","8","3"
"916297","5","2","2","1982","1","8","3"
"916297","5","3","1","2009","2","8","3"
"916297","5","4","1","2012","2","8","3"
"916297","5","5","2","2016","2","8","3"
"916306","2","1","2","1949","4","8","1"
"916306","2","1","2","1949","4","8","4"
"916306","2","2","2","1923","4","8","1"
"916306","2","2","2","1923","4","8","4"
"916310","1","1","2","1933","4","8","3"
"916313","2","1","1","1945","3","8","2"
"916313","2","1","1","1945","3","8","2"
"916313","2","2","2","1948","3","8","2"
"916313","2","2","2","1948","3","8","2"
"916318","1","1","2","1927","4","8","2"
"916325","2","1","1","1951","2","8","2"
"916325","2","1","1","1951","2","8","2"
"916325","2","2","2","1958","2","8","2"
"916325","2","2","2","1958","2","8","2"
"916339","2","1","1","1928","1","8","2"
"916339","2","1","1","1928","1","8","4"
"916339","2","2","2","1931","1","8","2"
"916339","2","2","2","1931","1","8","4"
"916342","1","1","1","1933","4","8","3"
"916344","1","1","1","1958","3","8","2"
"916369","2","1","2","1947","4","8","2"
"916369","2","1","2","1947","4","8","3"
"916369","2","2","2","1921","4","8","2"
"916369","2","2","2","1921","4","8","3"
"916370","1","1","2","1943","3","8","2"
"916373","1","1","1","1935","4","8","6"
"916374","1","1","2","1944","3","8","3"
"916384","2","1","2","1946","1","8","2"
"916384","2","1","2","1946","1","8","2"
"916384","2","2","1","1943","1","8","2"
"916384","2","2","1","1943","1","8","2"
"916388","2","1","1","1950","1","8","8"
"916388","2","2","2","1955","1","8","8"
"916404","2","1","2","1953","3","8","2"
"916404","2","1","2","1953","3","8","2"
"916404","2","2","1","1955","4","8","2"
"916404","2","2","1","1955","4","8","2"
"916406","1","1","1","1953","2","8","3"
"916409","3","1","2","1967","4","8","1"
"916409","3","1","2","1967","4","8","1"
"916409","3","1","2","1967","4","8","3"
"916409","3","2","2","1940","4","8","1"
"916409","3","2","2","1940","4","8","1"
"916409","3","2","2","1940","4","8","3"
"916409","3","3","1","2004","2","8","1"
"916409","3","3","1","2004","2","8","1"
"916409","3","3","1","2004","2","8","3"
"916416","2","1","2","1957","1","8","9"
"916416","2","2","1","1992","2","8","9"
"916419","6","1","1","1961","1","8","8"
"916419","6","2","2","1964","1","8","8"
"916419","6","3","1","1992","2","8","8"
"916419","6","4","1","1994","2","8","8"
"916419","6","5","1","2000","2","8","8"
"916419","6","6","1","2004","2","8","8"
"916435","3","1","2","1976","2","8","1"
"916435","3","1","2","1976","2","8","2"
"916435","3","1","2","1976","2","8","3"
"916435","3","2","2","1950","3","8","1"
"916435","3","2","2","1950","3","8","2"
"916435","3","2","2","1950","3","8","3"
"916435","3","3","2","1980","2","8","1"
"916435","3","3","2","1980","2","8","2"
"916435","3","3","2","1980","2","8","3"
"916439","1","1","2","1958","2","8","3"
"916449","3","1","2","1989","2","8","1"
"916449","3","2","2","2014","2","8","1"
"916449","3","3","2","2016","2","8","1"
"916450","1","1","2","1981","2","8","3"
"916451","1","1","2","1965","2","8","4"
"916452","3","1","2","1977","3","8","1"
"916452","3","1","2","1977","3","8","1"
"916452","3","2","2","2002","2","8","1"
"916452","3","2","2","2002","2","8","1"
"916452","3","3","1","2006","2","8","1"
"916452","3","3","1","2006","2","8","1"
"916455","3","1","2","1975","1","8","3"
"916455","3","1","2","1975","1","8","2"
"916455","3","2","1","1974","1","8","3"
"916455","3","2","1","1974","1","8","2"
"916455","3","3","2","2010","2","8","3"
"916455","3","3","2","2010","2","8","2"
"916466","3","1","2","1974","3","8","2"
"916466","3","1","2","1974","3","8","4"
"916466","3","2","1","1974","2","8","2"
"916466","3","2","1","1974","2","8","4"
"916466","3","3","2","2004","2","8","2"
"916466","3","3","2","2004","2","8","4"
"916482","2","1","2","1985","2","8","2"
"916482","2","1","2","1985","2","8","2"
"916482","2","2","2","1978","2","8","2"
"916482","2","2","2","1978","2","8","2"
"916491","1","1","1","1966","2","8","2"
"916499","2","1","2","1976","2","8","3"
"916499","2","2","1","2006","2","8","3"
"916506","1","1","2","1952","2","8","2"
"916507","2","1","2","1981","2","8","3"
"916507","2","1","2","1981","2","8","2"
"916507","2","2","1","1980","2","8","3"
"916507","2","2","1","1980","2","8","2"
"916517","2","1","2","1967","3","8","9"
"916517","2","2","2","1992","2","8","9"
"916518","1","1","2","1985","2","8","1"
"916522","1","1","1","1978","1","8","1"
"916527","2","1","2","1973","2","8","9"
"916527","2","2","2","2008","2","8","9"
"916528","2","1","2","1968","2","8","2"
"916528","2","1","2","1968","2","8","2"
"916528","2","2","1","1969","3","8","2"
"916528","2","2","1","1969","3","8","2"
"916529","2","1","2","1975","2","8","2"
"916529","2","1","2","1975","2","8","3"
"916529","2","2","1","1971","2","8","2"
"916529","2","2","1","1971","2","8","3"
"916530","1","1","1","1976","2","8","2"
"916535","1","1","1","1951","3","8","1"
"916537","1","1","1","1978","2","8","3"
"916543","1","1","1","1968","2","8","1"
"916558","1","1","1","1980","2","8","1"
"916562","2","1","1","1983","2","8","2"
"916562","2","1","1","1983","2","8","3"
"916562","2","2","2","1979","2","8","2"
"916562","2","2","2","1979","2","8","3"
"916564","1","1","2","1980","2","8","1"
"916577","1","1","1","1949","4","8","1"
"916583","3","1","1","1981","1","8","3"
"916583","3","1","1","1981","1","8","5"
"916583","3","2","2","1984","1","8","3"
"916583","3","2","2","1984","1","8","5"
"916583","3","3","1","2016","2","8","3"
"916583","3","3","1","2016","2","8","5"
"916586","1","1","2","1978","4","8","1"
"916588","1","1","2","1992","2","8","1"
"916602","1","1","1","1962","2","8","1"
"916603","1","1","1","1984","2","8","1"
"916604","1","1","1","1976","2","8","1"
"916605","1","1","1","1983","2","8","4"
"916612","1","1","2","1951","4","8","4"
"916613","2","1","1","1952","1","8","1"
"916613","2","1","1","1952","1","8","3"
"916613","2","2","2","1958","1","8","1"
"916613","2","2","2","1958","1","8","3"
"916619","4","1","2","1959","1","8","1"
"916619","4","1","2","1959","1","8","1"
"916619","4","1","2","1959","1","8","2"
"916619","4","1","2","1959","1","8","1"
"916619","4","2","1","1959","1","8","1"
"916619","4","2","1","1959","1","8","1"
"916619","4","2","1","1959","1","8","2"
"916619","4","2","1","1959","1","8","1"
"916619","4","3","1","1985","2","8","1"
"916619","4","3","1","1985","2","8","1"
"916619","4","3","1","1985","2","8","2"
"916619","4","3","1","1985","2","8","1"
"916619","4","4","2","1990","2","8","1"
"916619","4","4","2","1990","2","8","1"
"916619","4","4","2","1990","2","8","2"
"916619","4","4","2","1990","2","8","1"
"916625","3","1","2","1964","1","8","1"
"916625","3","1","2","1964","1","8","2"
"916625","3","2","1","1962","1","8","1"
"916625","3","2","1","1962","1","8","2"
"916625","3","3","1","1984","2","8","1"
"916625","3","3","1","1984","2","8","2"
"916626","2","1","2","1949","1","8","2"
"916626","2","1","2","1949","1","8","2"
"916626","2","2","1","1946","1","8","2"
"916626","2","2","1","1946","1","8","2"
"916630","4","1","1","1972","1","8","6"
"916630","4","1","1","1972","1","8","8"
"916630","4","2","2","1972","1","8","6"
"916630","4","2","2","1972","1","8","8"
"916630","4","3","2","2006","2","8","6"
"916630","4","3","2","2006","2","8","8"
"916630","4","4","2","2008","2","8","6"
"916630","4","4","2","2008","2","8","8"
"916634","1","1","2","1951","4","8","2"
"916635","4","1","1","1978","1","8","1"
"916635","4","1","1","1978","1","8","1"
"916635","4","1","1","1978","1","8","1"
"916635","4","2","2","1977","1","8","1"
"916635","4","2","2","1977","1","8","1"
"916635","4","2","2","1977","1","8","1"
"916635","4","3","2","2008","2","8","1"
"916635","4","3","2","2008","2","8","1"
"916635","4","3","2","2008","2","8","1"
"916635","4","4","1","2012","2","8","1"
"916635","4","4","1","2012","2","8","1"
"916635","4","4","1","2012","2","8","1"
"916642","3","1","1","1970","1","8","4"
"916642","3","1","1","1970","1","8","5"
"916642","3","2","2","1971","1","8","4"
"916642","3","2","2","1971","1","8","5"
"916642","3","3","2","2007","2","8","4"
"916642","3","3","2","2007","2","8","5"
"916649","2","1","2","1988","2","8","3"
"916649","2","1","2","1988","2","8","2"
"916649","2","2","1","1986","2","8","3"
"916649","2","2","1","1986","2","8","2"
"916658","1","1","2","1948","4","8","6"
"916659","2","1","1","1948","1","8","1"
"916659","2","1","1","1948","1","8","7"
"916659","2","2","2","1946","1","8","1"
"916659","2","2","2","1946","1","8","7"
"916667","1","1","2","1961","3","8","3"
"916674","4","1","1","1970","1","8","1"
"916674","4","2","2","1978","1","8","1"
"916674","4","3","2","2009","2","8","1"
"916674","4","4","2","2008","2","8","1"
"916677","1","1","2","1946","4","8","4"
"916679","2","1","2","1992","2","8","2"
"916679","2","1","2","1992","2","8","2"
"916679","2","2","2","1969","3","8","2"
"916679","2","2","2","1969","3","8","2"
"916680","1","1","1","1975","2","8","2"
"916682","3","1","2","1974","3","8","1"
"916682","3","1","2","1974","3","8","2"
"916682","3","2","1","1992","2","8","1"
"916682","3","2","1","1992","2","8","2"
"916682","3","3","2","2000","2","8","1"
"916682","3","3","2","2000","2","8","2"
"916689","1","1","2","1980","2","8","3"
"916692","1","1","1","1977","2","8","2"
"916693","1","1","2","1956","4","8","5"
"916694","3","1","2","1980","1","8","2"
"916694","3","1","2","1980","1","8","4"
"916694","3","2","1","1983","1","8","2"
"916694","3","2","1","1983","1","8","4"
"916694","3","3","1","2015","2","8","2"
"916694","3","3","1","2015","2","8","4"
"916697","2","1","2","1987","1","8","2"
"916697","2","1","2","1987","1","8","1"
"916697","2","2","1","1983","1","8","2"
"916697","2","2","1","1983","1","8","1"
"916698","1","1","2","1981","2","8","2"
"916702","2","1","2","1983","2","8","2"
"916702","2","1","2","1983","2","8","1"
"916702","2","2","2","1985","2","8","2"
"916702","2","2","2","1985","2","8","1"
"916703","1","1","2","1982","2","8","3"
"916704","4","1","1","1966","1","8","2"
"916704","4","2","2","1984","1","8","2"
"916704","4","3","2","2009","2","8","2"
"916704","4","4","2","2014","2","8","2"
"916708","1","1","2","1928","2","8","1"
"916711","1","1","2","1947","4","8","6"
"916712","1","1","2","1934","4","8","9"
"916716","2","1","1","1962","1","8","3"
"916716","2","1","1","1962","1","8","5"
"916716","2","2","2","1964","1","8","3"
"916716","2","2","2","1964","1","8","5"
"916718","2","1","1","1965","1","8","1"
"916718","2","1","1","1965","1","8","6"
"916718","2","2","2","1965","1","8","1"
"916718","2","2","2","1965","1","8","6"
"916726","3","1","1","1969","1","8","1"
"916726","3","1","1","1969","1","8","3"
"916726","3","2","2","1970","1","8","1"
"916726","3","2","2","1970","1","8","3"
"916726","3","3","2","2009","2","8","1"
"916726","3","3","2","2009","2","8","3"
"916728","3","1","1","1967","4","8","2"
"916728","3","1","1","1967","4","8","6"
"916728","3","2","2","1963","3","8","2"
"916728","3","2","2","1963","3","8","6"
"916728","3","3","2","1998","2","8","2"
"916728","3","3","2","1998","2","8","6"
"916729","7","1","1","1964","3","8","1"
"916729","7","1","1","1964","3","8","2"
"916729","7","1","1","1964","3","8","1"
"916729","7","1","1","1964","3","8","1"
"916729","7","1","1","1964","3","8","4"
"916729","7","2","2","1960","3","8","1"
"916729","7","2","2","1960","3","8","2"
"916729","7","2","2","1960","3","8","1"
"916729","7","2","2","1960","3","8","1"
"916729","7","2","2","1960","3","8","4"
"916729","7","3","2","1986","1","8","1"
"916729","7","3","2","1986","1","8","2"
"916729","7","3","2","1986","1","8","1"
"916729","7","3","2","1986","1","8","1"
"916729","7","3","2","1986","1","8","4"
"916729","7","4","2","1990","2","8","1"
"916729","7","4","2","1990","2","8","2"
"916729","7","4","2","1990","2","8","1"
"916729","7","4","2","1990","2","8","1"
"916729","7","4","2","1990","2","8","4"
"916729","7","5","1","1984","1","8","1"
"916729","7","5","1","1984","1","8","2"
"916729","7","5","1","1984","1","8","1"
"916729","7","5","1","1984","1","8","1"
"916729","7","5","1","1984","1","8","4"
"916729","7","6","2","2005","2","8","1"
"916729","7","6","2","2005","2","8","2"
"916729","7","6","2","2005","2","8","1"
"916729","7","6","2","2005","2","8","1"
"916729","7","6","2","2005","2","8","4"
"916729","7","7","2","2005","2","8","1"
"916729","7","7","2","2005","2","8","2"
"916729","7","7","2","2005","2","8","1"
"916729","7","7","2","2005","2","8","1"
"916729","7","7","2","2005","2","8","4"
"916731","3","1","1","1974","1","8","2"
"916731","3","1","1","1974","1","8","2"
"916731","3","2","2","1981","1","8","2"
"916731","3","2","2","1981","1","8","2"
"916731","3","3","1","2008","2","8","2"
"916731","3","3","1","2008","2","8","2"
"916737","3","1","1","1974","1","8","3"
"916737","3","2","2","1975","1","8","3"
"916737","3","3","1","2000","2","8","3"
"916738","2","1","2","1953","3","8","2"
"916738","2","1","2","1953","3","8","1"
"916738","2","2","1","1937","4","8","2"
"916738","2","2","1","1937","4","8","1"
"916765","1","1","2","1960","3","8","3"
"916779","1","1","1","1981","2","8","2"
"916781","2","1","2","1977","3","8","4"
"916781","2","1","2","1977","3","8","2"
"916781","2","2","1","1968","3","8","4"
"916781","2","2","1","1968","3","8","2"
"916785","2","1","1","1972","2","8","2"
"916785","2","1","1","1972","2","8","2"
"916785","2","2","2","1976","2","8","2"
"916785","2","2","2","1976","2","8","2"
"916787","4","1","1","1978","1","8","2"
"916787","4","2","2","1988","1","8","2"
"916787","4","3","2","2009","2","8","2"
"916787","4","4","2","2011","2","8","2"
"916793","1","1","1","1987","2","8","2"
"916794","1","1","2","1960","1","8","2"
"916803","1","1","2","1942","4","8","3"
"916805","2","1","1","1949","1","8","1"
"916805","2","1","1","1949","1","8","7"
"916805","2","2","2","1950","1","8","1"
"916805","2","2","2","1950","1","8","7"
"916809","1","1","2","1953","4","8","2"
"916817","2","1","1","1951","1","8","2"
"916817","2","2","2","1954","1","8","2"
"916818","4","1","1","1964","1","8","9"
"916818","4","2","2","1968","1","8","9"
"916818","4","3","1","1996","2","8","9"
"916818","4","4","1","2005","2","8","9"
"916819","4","1","2","1965","1","8","3"
"916819","4","1","2","1965","1","8","2"
"916819","4","2","1","1962","1","8","3"
"916819","4","2","1","1962","1","8","2"
"916819","4","3","2","1998","2","8","3"
"916819","4","3","2","1998","2","8","2"
"916819","4","4","2","2001","2","8","3"
"916819","4","4","2","2001","2","8","2"
"916820","1","1","2","1952","2","8","4"
"916822","1","1","1","1954","3","8","2"
"916825","1","1","2","1973","2","8","2"
"916826","1","1","1","1956","2","8","2"
"916833","1","1","2","1965","3","8","1"
"916838","1","1","1","1966","2","8","2"
"916843","3","1","1","1953","1","8","1"
"916843","3","1","1","1953","1","8","1"
"916843","3","1","1","1953","1","8","8"
"916843","3","2","2","1953","1","8","1"
"916843","3","2","2","1953","1","8","1"
"916843","3","2","2","1953","1","8","8"
"916843","3","3","2","1992","2","8","1"
"916843","3","3","2","1992","2","8","1"
"916843","3","3","2","1992","2","8","8"
"916851","2","1","1","1935","1","8","1"
"916851","2","1","1","1935","1","8","1"
"916851","2","2","2","1928","1","8","1"
"916851","2","2","2","1928","1","8","1"
"916853","1","1","1","1976","2","8","2"
"916856","2","1","2","1935","4","8","1"
"916856","2","1","2","1935","4","8","2"
"916856","2","2","1","1970","3","8","1"
"916856","2","2","1","1970","3","8","2"
"916860","1","1","1","1951","3","8","3"
"916876","2","1","1","1946","1","8","2"
"916876","2","1","1","1946","1","8","4"
"916876","2","2","2","1948","1","8","2"
"916876","2","2","2","1948","1","8","4"
"916877","1","1","1","1943","3","8","1"
"916887","2","1","2","1937","1","8","1"
"916887","2","1","2","1937","1","8","1"
"916887","2","2","1","1926","1","8","1"
"916887","2","2","1","1926","1","8","1"
"916896","2","1","1","1935","1","8","2"
"916896","2","1","1","1935","1","8","9"
"916896","2","2","2","1938","1","8","2"
"916896","2","2","2","1938","1","8","9"
"916902","2","1","1","1947","1","8","3"
"916902","2","2","2","1948","1","8","3"
"916905","2","1","1","1953","1","8","3"
"916905","2","1","1","1953","1","8","6"
"916905","2","2","2","1956","1","8","3"
"916905","2","2","2","1956","1","8","6"
"916911","4","1","1","1927","1","8","4"
"916911","4","1","1","1927","1","8","4"
"916911","4","1","1","1927","1","8","1"
"916911","4","1","1","1927","1","8","2"
"916911","4","2","2","1935","1","8","4"
"916911","4","2","2","1935","1","8","4"
"916911","4","2","2","1935","1","8","1"
"916911","4","2","2","1935","1","8","2"
"916911","4","3","1","1964","2","8","4"
"916911","4","3","1","1964","2","8","4"
"916911","4","3","1","1964","2","8","1"
"916911","4","3","1","1964","2","8","2"
"916911","4","4","1","1965","2","8","4"
"916911","4","4","1","1965","2","8","4"
"916911","4","4","1","1965","2","8","1"
"916911","4","4","1","1965","2","8","2"
"916927","1","1","1","1965","2","8","4"
"916929","2","1","1","1973","1","8","1"
"916929","2","1","1","1973","1","8","3"
"916929","2","2","2","1981","1","8","1"
"916929","2","2","2","1981","1","8","3"
